PROPERTY_CITY,PROPERTY_STATE,PAID_LISTING_COUNT,PAID_LIVE_LISTING_COUNT,PAID_LIVE_NOT_HIDDEN_LISTING_COUNT
Austell,Georgia,86,33,33
Deltona,Florida,86,38,35
Revere,Massachusetts,86,31,30
West Des Moines,Iowa,85,58,56
Windsor,Colorado,85,37,35
South Yarmouth,Massachusetts,85,28,26
Bristol,Tennessee,85,34,33
Auburn,Maine,85,45,41
Troy,New York,85,45,45
Surfside Beach,South Carolina,85,34,30
Powder Springs,Georgia,85,25,23
Oakland Park,Florida,85,41,41
York,Maine,85,48,41
Slidell,Louisiana,85,28,27
Lafayette,Indiana,84,58,56
Lake Oswego,Oregon,84,34,31
Hendersonville,Tennessee,84,37,34
El Cerrito,California,84,39,35
Maricopa,Arizona,84,29,29
Gloucester,Massachusetts,84,31,28
Wauwatosa,Wisconsin,84,50,42
Homestead,Florida,84,27,24
Barnstable,Massachusetts,84,22,22
Lander,Wyoming,83,51,49
Warner Robins,Georgia,83,45,39
Sun City West,Arizona,83,29,27
Annandale,Virginia,83,43,39
Miami Gardens,Florida,83,24,23
Walla Walla,Washington,83,49,41
Poulsbo,Washington,83,48,47
Apex,North Carolina,83,37,32
Sandpoint,Idaho,83,44,40
Ukiah,California,83,46,43
Ithaca,New York,83,34,33
Garland,Texas,83,28,28
La Crosse,Wisconsin,83,46,43
Emeryville,California,83,29,27
Oxon Hill,Maryland,83,32,31
Fallbrook,California,82,30,26
Plantation,Florida,82,25,24
Pleasanton,California,82,32,31
Reston,Virginia,82,40,34
Columbia,Maryland,82,38,35
Waikoloa,Hawaii,81,43,36
Eastvale,California,81,23,22
Placerville,California,81,31,27
Bryan,Texas,81,39,36
Laveen,Arizona,81,30,30
Lincoln,California,81,28,24
Downey,California,81,36,36
Hermitage,Tennessee,81,30,27
Clearwater Beach,Florida,81,43,43
Murray,Utah,81,41,37
Scotts Valley,California,81,30,24
Loma Linda,California,81,38,36
Danville,Pennsylvania,80,46,44
Little River,South Carolina,80,28,25
Madison,Alabama,80,36,35
Allentown,Pennsylvania,80,32,31
Coral Springs,Florida,80,25,23
Essex Junction,Vermont,80,43,37
Kapaa,Hawaii,80,37,32
Terre Haute,Indiana,80,59,56
Eagle River,Alaska,80,29,27
Granbury,Texas,80,33,29
Kill Devil Hills,North Carolina,80,34,29
Chesterfield,Virginia,80,32,31
Utica,New York,80,48,46
Pasco,Washington,80,54,50
Biddeford,Maine,80,38,32
Madeira Beach,Florida,80,35,34
Biloxi,Mississippi,80,25,25
Hollister,California,80,23,22
Pearland,Texas,80,20,19
Sheboygan,Wisconsin,79,31,29
Lathrop,California,79,32,32
Evanston,Illinois,79,49,44
Kyle,Texas,79,30,27
Tustin,California,79,25,23
Kamuela,Hawaii,79,39,35
Dubuque,Iowa,79,47,45
Brunswick,Maine,79,33,29
Joshua Tree,California,79,37,34
Haines City,Florida,78,32,32
Salisbury,Maryland,78,48,44
Silverdale,Washington,78,41,37
Altadena,California,78,32,30
Waterbury,Connecticut,78,28,27
Newport,Rhode Island,78,34,30
Fort Smith,Arkansas,78,43,42
Beverly,Massachusetts,78,33,29
--Please Select city--,,78,0,0
Centerville,Massachusetts,78,32,30
Madison,Tennessee,78,33,29
Cedar Park,Texas,78,33,31
Erie,Colorado,78,28,26
Davenport,Iowa,77,38,35
Falmouth,Maine,77,23,19
Goldsboro,North Carolina,77,29,29
Eagle,Idaho,77,29,25
Millcreek,Utah,77,49,42
Templeton,California,77,33,31
Euless,Texas,77,29,26
Bemidji,Minnesota,77,47,44
Wichita Falls,Texas,77,40,37
East Palo Alto,California,77,41,38
Livingston,Montana,77,31,27
Miramar Beach,Florida,77,37,37
Studio City,California,77,27,25
Montpelier,Vermont,76,33,29
Lowell,Massachusetts,76,31,28
Rome,Georgia,76,39,34
Pahoa,Hawaii,76,34,29
Haiku,Hawaii,76,25,19
Lawton,Oklahoma,76,50,50
Waynesville,North Carolina,76,40,34
Beaumont,California,76,23,21
College Station,Texas,76,36,35
Merritt Island,Florida,75,29,24
Ruskin,Florida,75,29,29
Bethlehem,Pennsylvania,75,31,30
Marina,California,75,35,33
East Wenatchee,Washington,75,33,31
Staunton,Virginia,75,38,35
Makawao,Hawaii,75,23,17
Dothan,Alabama,75,42,41
Aliso Viejo,California,75,30,26
Fruita,Colorado,75,42,42
Springfield,Virginia,75,39,35
Lewisville,Texas,74,29,29
Cornelius,North Carolina,74,31,28
New Albany,Indiana,74,38,37
Talent,Oregon,74,35,31
San Ramon,California,74,31,31
Del Mar,California,74,31,28
Mckinleyville,California,74,26,23
Waialua,Hawaii,73,34,29
Buckhead,Georgia,73,11,11
Matthews,North Carolina,73,24,23
Twentynine Palms,California,73,37,36
Hershey,Pennsylvania,73,47,45
Wake Forest,North Carolina,73,35,31
Carmel,Indiana,73,32,31
Oakley,California,73,20,19
Riverdale,Georgia,73,19,18
Scranton,Pennsylvania,73,20,18
Saint Simons Island,Georgia,73,41,33
Winooski,Vermont,72,37,27
Independence,Missouri,72,39,34
Provo,Utah,72,32,26
Jefferson City,Missouri,72,47,45
San Marcos,Texas,72,28,26
Treasure Island,Florida,72,35,32
Oro Valley,Arizona,72,34,33
Dacula,Georgia,72,30,28
Burlingame,California,71,26,25
Lake Elsinore,California,71,22,22
Tobyhanna,Pennsylvania,71,23,22
Caldwell,Idaho,71,23,20
Loganville,Georgia,71,22,22
Milton,Florida,71,23,23
Ocoee,Florida,71,20,19
Satellite Beach,Florida,71,33,30
Wells,Maine,71,40,37
Huntington,West Virginia,71,43,38
El Sobrante,California,71,26,25
Bethesda,Maryland,71,23,23
Newark,California,71,27,25
Cupertino,California,70,33,28
Guerneville,California,70,23,20
Bristol,Virginia,70,26,25
Jeffersonville,Indiana,70,37,36
Woodland,California,70,20,20
Dover,Delaware,70,22,21
Duluth,Georgia,70,19,19
Petersburg,Virginia,70,31,29
Martinsburg,West Virginia,70,44,42
Port Townsend,Washington,70,30,23
Fort Myers Beach,Florida,70,17,17
Reading,Pennsylvania,70,38,34
Mechanicsville,Virginia,69,41,37
Black Mountain,North Carolina,69,28,21
Soquel,California,69,31,27
Oroville,California,69,33,32
Atlantic City,New Jersey,69,25,24
Conway,South Carolina,69,28,26
Coralville,Iowa,69,40,35
Chelsea,Massachusetts,69,32,29
Neenah,Wisconsin,69,34,32
Monument,Colorado,69,25,21
Dublin,California,69,32,31
Cleveland Heights,Ohio,69,48,48
Kula,Hawaii,69,20,18
Evans,Georgia,69,27,24
Elizabeth,New Jersey,69,34,32
Converse,Texas,68,26,26
Winthrop,Massachusetts,68,35,30
Tulare,California,68,32,31
Lake Arrowhead,California,68,23,21
Danville,Virginia,68,40,36
Hampton,Georgia,68,30,30
Apache Junction,Arizona,68,28,28
Columbia,Tennessee,68,41,39
Titusville,Florida,67,31,29
Old Hickory,Tennessee,67,27,24
Deland,Florida,67,23,22
Pomona,California,67,27,25
Big Bear City,California,67,27,27
Evergreen,Colorado,67,31,29
Orangevale,California,67,32,31
Coronado,California,67,22,22
Laconia,New Hampshire,67,22,19
Santee,California,67,17,14
Forney,Texas,67,22,22
Sevierville,Tennessee,67,36,34
Brewster,Massachusetts,66,16,12
Waldorf,Maryland,66,26,26
Encino,California,66,16,15
Seatac,Washington,66,33,32
Pinetop,Arizona,66,30,30
Norwich,Connecticut,66,25,25
Glen Allen,Virginia,66,31,28
Cranston,Rhode Island,66,31,28
Cooperstown,New York,66,30,29
Bonney Lake,Washington,66,23,20
Bluffton,South Carolina,66,23,19
El Dorado Hills,California,66,27,23
New Britain,Connecticut,66,45,40
Michigan City,Indiana,66,36,35
Suffolk,Virginia,66,25,22
Brentwood,Tennessee,66,23,22
Lutz,Florida,65,26,23
Buda,Texas,65,17,17
Morganton,North Carolina,65,41,36
Ypsilanti,Michigan,65,31,29
Big Bear Lake,California,65,30,29
Westerly,Rhode Island,65,28,25
Sandwich,Massachusetts,65,17,15
Goodlettsville,Tennessee,65,32,30
Hemet,California,65,26,25
Solana Beach,California,64,27,23
East Orange,New Jersey,64,38,38
Sunrise,Florida,64,24,22
Upland,California,64,22,22
Jackson,Tennessee,64,35,32
Lake Ozark,Missouri,64,30,27
North Liberty,Iowa,64,44,39
Moses Lake,Washington,64,45,43
Grovetown,Georgia,64,20,20
Goose Creek,South Carolina,64,32,30
Pooler,Georgia,64,31,30
Atlantic Beach,North Carolina,64,26,26
Winter Garden,Florida,64,15,12
Chino,California,64,28,28
Clinton,Maryland,64,21,19
Belmont,North Carolina,63,30,29
Florence,Oregon,63,27,24
Camden,Maine,63,31,25
Brighton,Colorado,63,19,18
Lewiston,Idaho,63,41,39
Longwood,Florida,63,24,23
Carmel,California,63,22,21
Tamarac,Florida,63,18,16
Canyon Lake,Texas,63,28,28
Leesburg,Virginia,63,20,16
Ashburn,Virginia,63,26,26
Mount Dora,Florida,63,28,25
Dennis,Massachusetts,63,20,19
League City,Texas,62,20,18
Kennebunk,Maine,62,19,16
Missouri City,Texas,62,14,12
Dallas,Georgia,62,24,24
Crystal River,Florida,62,33,28
Mount Vernon,New York,62,24,23
Poughkeepsie,New York,62,25,24
Clayton,North Carolina,62,19,17
Lawrence,Kansas,62,36,35
Glen Burnie,Maryland,62,22,20
Inverness,Florida,62,28,28
Mechanicsburg,Pennsylvania,62,37,36
Mccall,Idaho,62,29,28
Cookeville,Tennessee,62,31,30
Davie,Florida,62,20,17
Silverthorne,Colorado,61,34,29
Union City,California,61,21,21
Astoria,New York,61,25,21
Ocean Springs,Mississippi,61,30,28
Swannanoa,North Carolina,61,30,27
Leavenworth,Washington,61,16,15
Front Royal,Virginia,61,28,27
North Miami Beach,Florida,61,17,16
West Linn,Oregon,61,23,23
Glens Falls,New York,61,34,32
Lilburn,Georgia,61,24,23
Orange Park,Florida,61,26,26
Gulf Shores,Alabama,61,32,31
Sioux City,Iowa,61,41,39
North Miami,Florida,61,19,15
Holladay,Utah,61,28,24
Port Richey,Florida,61,20,18
Wallingford,Connecticut,61,32,32
Granada Hills,California,61,15,13
Rocky Mount,North Carolina,61,31,29
Herndon,Virginia,60,27,26
Holiday,Florida,60,18,18
Pawtucket,Rhode Island,60,24,18
Fernandina Beach,Florida,60,31,29
Port Hueneme,California,60,30,30
Salisbury,North Carolina,60,29,29
Cartersville,Georgia,60,40,37
San Juan Capistrano,California,60,16,16
Waynesboro,Virginia,60,37,37
Kettering,Ohio,60,43,41
Orem,Utah,60,23,21
Paducah,Kentucky,60,37,35
Williston,Vermont,60,31,27
Stratford,Connecticut,60,18,17
Kittery,Maine,60,26,19
Woodinville,Washington,60,23,20
Seaside,Oregon,60,28,27
Indian Rocks Beach,Florida,60,23,22
Zephyrhills,Florida,60,27,24
Odessa,Texas,60,20,19
Hood River,Oregon,60,29,24
Dennis Port,Massachusetts,60,24,23
Alamogordo,New Mexico,59,32,31
Davis,California,59,19,18
Everett,Massachusetts,59,28,26
Hayden,Idaho,59,26,25
Morehead City,North Carolina,59,21,19
Lakeside,Arizona,59,26,23
Poway,California,59,17,16
Lantana,Florida,59,32,32
Canon City,Colorado,59,28,20
Urbana,Illinois,59,34,32
Gilford,New Hampshire,59,22,20
Topeka,Kansas,59,45,45
Estero,Florida,59,23,21
Hyde Park,Massachusetts,59,25,25
Spanaway,Washington,59,15,14
East Stroudsburg,Pennsylvania,59,19,18
Wareham,Massachusetts,59,26,22
Holualoa,Hawaii,59,23,20
Lauderhill,Florida,59,22,20
Petoskey,Michigan,58,33,30
Fairfax,California,58,21,16
Lake Forest,California,58,21,18
Fletcher,North Carolina,58,26,20
Land O Lakes,Florida,58,22,21
Kelseyville,California,58,27,25
Brewer,Maine,58,27,26
Hagerstown,Maryland,58,31,30
Newberg,Oregon,58,34,32
Oakdale,California,58,22,21
Southern Pines,North Carolina,58,33,31
Kannapolis,North Carolina,58,26,25
Pagosa Springs,Colorado,58,31,27
Dorchester Center,Massachusetts,58,17,15
Mystic,Connecticut,58,25,24
Narragansett,Rhode Island,58,25,20
Watertown,Massachusetts,58,31,30
North Hills,California,58,29,27
Northglenn,Colorado,58,24,21
Oak Island,North Carolina,58,22,20
Asbury Park,New Jersey,58,25,22
Draper,Utah,58,20,20
Hesperia,California,57,23,22
North Palm Beach,Florida,57,30,25
Shelton,Washington,57,34,32
Lemon Grove,California,57,24,22
Rockwall,Texas,57,18,18
Taylors,South Carolina,57,22,22
Mesquite,Texas,57,23,22
San Pablo,California,57,10,9
Carmel Valley,California,57,19,14
Sugar Land,Texas,57,17,15
Joplin,Missouri,57,27,27
Oneonta,New York,57,22,19
Morrison,Colorado,56,18,17
Ferndale,Washington,56,23,23
Windham,Maine,56,28,21
Granite Bay,California,56,25,24
Saint Cloud,Minnesota,56,34,32
Pinellas Park,Florida,56,18,17
Freeport,Maine,56,19,15
Port St. Lucie,Florida,56,28,27
Green Valley,Arizona,56,24,21
Union City,Georgia,56,13,13
Sterling,Virginia,56,27,26
Garner,North Carolina,56,26,22
Council Bluffs,Iowa,56,37,36
Hercules,California,56,12,11
Niagara Falls,New York,56,10,10
Playa Del Rey,California,55,20,19
Indian Wells,California,55,25,24
Hull,Massachusetts,55,26,25
Payson,Arizona,55,23,22
Covington,Louisiana,55,20,18
Lawndale,California,55,26,25
Lahaina,Hawaii,55,13,12
Janesville,Wisconsin,55,28,28
Norwalk,Connecticut,55,21,21
Lone Tree,Colorado,55,17,17
Belleville,Illinois,55,28,27
Manhattan Beach,California,55,18,17
Lanham,Maryland,55,16,15
Manitou Springs,Colorado,54,12,11
Gallatin,Tennessee,54,26,21
Roslindale,Massachusetts,54,27,24
Yarmouth,Massachusetts,54,16,15
Cotati,California,54,23,21
Salem,Virginia,54,35,34
Broken Arrow,Oklahoma,54,27,23
Lake Forest Park,Washington,54,38,32
Rosedale,New York,54,18,16
Felton,California,54,27,20
Polson,Montana,54,20,20
Temple Hills,Maryland,54,12,12
Bossier City,Louisiana,54,22,22
San Anselmo,California,54,24,20
West Jordan,Utah,54,23,23
Harwich,Massachusetts,53,22,21
Midvale,Utah,53,24,22
New London,Connecticut,53,32,26
Mcminnville,Oregon,53,30,29
Woodland Park,Colorado,53,20,17
Lebanon,Tennessee,53,25,23
Melbourne Beach,Florida,53,23,22
Valencia,California,53,23,22
Leland,North Carolina,53,22,20
Suwanee,Georgia,53,20,20
Ojai,California,53,24,23
Yucaipa,California,53,23,21
Hanford,California,53,27,24
Newburyport,Massachusetts,53,23,20
Salisbury,Massachusetts,53,24,23
Kerrville,Texas,53,24,22
Gillette,Wyoming,53,30,27
Edgewood,Washington,53,22,21
The Colony,Texas,53,14,14
Hattiesburg,Mississippi,53,18,18
Weymouth,Massachusetts,53,23,22
Cordova,Tennessee,53,21,20
Franklin,North Carolina,53,29,28
Herriman,Utah,53,18,16
Springfield Gardens,New York,53,15,15
Ladson,South Carolina,53,23,23
Beckley,West Virginia,53,30,29
Florissant,Missouri,53,26,25
Bloomington,Minnesota,53,26,21
Greenwood,South Carolina,53,32,29
American Canyon,California,53,13,11
Capitol Heights,Maryland,53,15,12
Kenner,Louisiana,52,20,18
Berthoud,Colorado,52,23,21
Baytown,Texas,52,21,18
Meriden,Connecticut,52,19,19
Cape Elizabeth,Maine,52,16,14
Seneca,South Carolina,52,29,27
Los Altos,California,52,23,19
Apollo Beach,Florida,52,31,27
Orcutt,California,52,24,22
El Segundo,California,52,18,18
Wilkes Barre,Pennsylvania,52,16,15
Edinburg,Texas,52,19,18
Mandeville,Louisiana,52,26,26
Culpeper,Virginia,52,34,32
Belton,Texas,52,29,27
Cardiff By The Sea,California,52,22,16
Antelope,California,52,11,8
Homer,Alaska,52,13,13
Kenosha,Wisconsin,52,27,25
Germantown,Maryland,52,19,18
Tukwila,Washington,52,13,13
Jefferson,Louisiana,52,32,30
Cody,Wyoming,52,21,20
Brownsville,Texas,52,16,15
Glendora,California,52,20,19
Easley,South Carolina,52,32,28
Indialantic,Florida,52,17,17
Marblehead,Massachusetts,52,25,22
West Covina,California,51,24,23
Allen,Texas,51,17,16
American Fork,Utah,51,23,22
El Centro,California,51,27,26
Estes Park,Colorado,51,25,23
Grand Island,Nebraska,51,36,35
Carpinteria,California,51,23,20
Alhambra,California,51,23,18
Vienna,Virginia,51,24,22
Cocoa,Florida,51,20,16
North Bend,Oregon,51,22,19
Porterville,California,51,27,25
Brevard,North Carolina,51,25,22
Fortuna,California,50,25,24
Irvington,New Jersey,50,24,24
Breckenridge,Colorado,50,17,16
Hallandale Beach,Florida,50,17,15
Silverton,Oregon,50,21,21
Oviedo,Florida,50,15,14
Fall River,Massachusetts,50,24,23
Layton,Utah,50,25,20
Owings Mills,Maryland,50,17,15
Boone,North Carolina,50,36,35
Mount Shasta,California,50,21,20
Valrico,Florida,50,23,22
Bountiful,Utah,50,33,27
Carmel By The Sea,California,50,19,18
Alexandria,Louisiana,50,24,24
Mansfield,Texas,49,16,15
Camp Hill,Pennsylvania,49,31,29
Gretna,Louisiana,49,21,20
Canton,Ohio,49,27,27
Oceano,California,49,19,16
Wildomar,California,49,17,14
Covina,California,49,22,21
Palisade,Colorado,49,19,17
Half Moon Bay,California,49,22,19
Southfield,Michigan,49,19,19
Loxahatchee,Florida,49,11,11
Edina,Minnesota,49,29,26
Norwalk,California,49,25,24
Chambersburg,Pennsylvania,49,38,37
Hanahan,South Carolina,49,22,20
Sumter,South Carolina,49,30,27
Hackensack,New Jersey,49,20,17
Mukilteo,Washington,49,24,19
Ridgefield,Washington,49,12,12
Irmo,South Carolina,49,18,17
Saint Joseph,Missouri,49,29,26
Bellflower,California,49,23,20
Holland,Michigan,48,21,20
Beaufort,North Carolina,48,20,18
Fishers,Indiana,48,21,20
Milton,Massachusetts,48,13,11
Tomball,Texas,48,21,21
Easton,Maryland,48,26,22
Milton,Delaware,48,22,18
Enfield,New Hampshire,48,27,26
Forestville,California,48,17,15
Belmont,California,48,23,23
Bennington,Vermont,48,32,30
Ocean Grove,New Jersey,48,20,11
Winnetka,California,48,24,22
Leesburg,Georgia,48,23,22
Crestline,California,48,24,22
Yuba City,California,48,13,13
Kernersville,North Carolina,48,21,21
Chatsworth,California,48,21,19
Kingston,New York,48,19,16
Manor,Texas,48,17,16
Minot,North Dakota,47,24,22
Kahului,Hawaii,47,17,16
Middletown,Connecticut,47,20,17
Running Springs,California,47,21,18
Brigantine,New Jersey,47,19,19
Woburn,Massachusetts,47,27,23
Colton,California,47,24,20
Waltham,Massachusetts,47,26,24
Aurora,Illinois,47,17,16
Monroe,North Carolina,47,19,16
Anaconda,Montana,47,33,30
Clarkdale,Arizona,47,17,16
Fuquay Varina,North Carolina,47,24,21
Randolph,Massachusetts,47,16,14
Maple Valley,Washington,47,15,13
Waterville,Maine,47,19,16
Fairview,North Carolina,47,23,19
Kearney,Nebraska,47,24,23
Monrovia,California,47,22,21
Youngstown,Ohio,47,27,25
Leesburg,Florida,47,22,21
Sanford,North Carolina,47,27,27
Ferndale,Michigan,47,24,23
Middletown,Rhode Island,47,23,20
National City,California,46,22,22
Discovery Bay,California,46,10,9
White River Junction,Vermont,46,20,18
Rialto,California,46,15,15
Little Elm,Texas,46,16,15
Ridgecrest,California,46,12,12
Cayucos,California,46,16,16
Atlantic Beach,Florida,46,20,19
Noblesville,Indiana,46,27,26
Ashland,Kentucky,46,27,26
Milford,Delaware,46,21,21
Dunwoody,Georgia,46,21,19
Highland,California,45,15,14
Perris,California,45,17,17
Toms River,New Jersey,45,16,16
Johnson City,New York,45,26,25
Tumwater,Washington,45,24,23
The Dalles,Oregon,45,22,20
Rowlett,Texas,45,18,14
Longview,Washington,45,30,27
Thomasville,Georgia,45,22,22
Cambridge,Maryland,45,21,19
Ruidoso,New Mexico,45,20,10
Smyrna,Tennessee,45,22,22
Morrisville,North Carolina,45,19,19
Kealakekua,Hawaii,45,26,19
Jurupa Valley,California,45,21,20
Christiansburg,Virginia,45,28,26
Mount Juliet,Tennessee,45,16,16
Ellijay,Georgia,45,22,19
Beaumont,Texas,45,16,15
Denison,Texas,45,17,14
Honokaa,Hawaii,45,17,17
Rockport,Maine,45,23,21
Salida,Colorado,45,23,21
Muncie,Indiana,45,29,28
Saint Louis Park,Minnesota,45,24,23
Manchester,Connecticut,44,21,20
Dania Beach,Florida,44,25,24
Mishawaka,Indiana,44,20,20
Laguna Hills,California,44,13,10
Blaine,Washington,44,18,18
Claremont,New Hampshire,44,24,24
Bonita,California,44,15,14
Newport,Kentucky,44,18,16
East Providence,Rhode Island,44,20,18
Brooksville,Florida,44,22,22
Kenai,Alaska,44,14,14
Fredericksburg,Texas,44,27,25
Wimauma,Florida,44,9,9
Signal Hill,California,44,14,14
Heber City,Utah,44,22,20
Rancho Palos Verdes,California,44,15,15
Sierra Vista,Arizona,44,21,20
Valley Village,California,44,29,26
Hillsborough,North Carolina,44,24,21
Keizer,Oregon,44,23,23
Sammamish,Washington,44,16,15
Key Largo,Florida,44,15,14
Greenwood Village,Colorado,44,23,21
Brighton,Massachusetts,44,25,23
Hampstead,North Carolina,44,20,20
Spring Hill,Tennessee,44,24,22
Kenmore,Washington,44,20,20
Maryville,Tennessee,44,19,18
Carbondale,Colorado,44,25,24
Oak Harbor,Washington,44,19,18
Camas,Washington,44,24,23
Florence,Kentucky,44,23,22
Jonesboro,Arkansas,44,18,17
Lake Placid,Florida,44,17,17
Waterloo,Iowa,43,32,30
Easton,Pennsylvania,43,16,15
Saint Helena,California,43,15,15
Rathdrum,Idaho,43,9,9
Brooklyn Park,Minnesota,43,19,19
Grand Forks,North Dakota,43,21,21
Hailey,Idaho,43,17,16
Palm Beach,Florida,43,10,8
Saint Albans,New York,43,7,7
Dunnellon,Florida,43,19,17
Lees Summit,Missouri,43,14,14
Placentia,California,43,15,13
Louisville,Colorado,43,14,13
Hapeville,Georgia,43,20,19
Bastrop,Texas,43,24,22
Bath,Maine,43,18,17
Bigfork,Montana,43,16,14
Moscow,Idaho,43,18,14
North Bergen,New Jersey,43,18,16
Saint Joseph,Michigan,43,23,20
Claremont,California,43,17,17
Hialeah,Florida,43,15,15
North Providence,Rhode Island,43,21,21
Compton,California,43,20,19
Grayson,Georgia,43,15,15
Travelers Rest,South Carolina,42,16,15
Aubrey,Texas,42,14,12
Bloomfield,New Jersey,42,22,21
